0,0
0,0
0,0
7,0
0,0
5,0
0,0
0,0
38,0
44,0
0,0
9,0
7,0
0,0
26,0
0,0
23,0
5,0
9,0
0,0
0,0
7,0
15,0
9,0
0,0
0,0
0,0
0,0
9,0
5,0
6,0
1,0
7,0
32,0
6,0
7,0
2,0
7,0
20,0
4,0
0,0
0,0
6,0
7,0
17,0
0,0
0,0
0,0
3,0
0,0
6,0
0,0
0,0
9,0
0,0
0,0
6,0
37,0
1,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
2,2
2,2
2,2
24,2
2,2
2,2
30,2
2,2
18,2
4,2
2,2
2,2
2,2
10,2
30,2
8,2
24,2
13,2
2,2
48,2
2,2
2,2
35,2
15,2
2,2
2,2
5,2
6,2
2,2
12,2
2,2
2,2
9,2
18,2
4,2
25,2
13,2
2,2
2,2
6,2
2,2
2,2
2,2
2,2
2,2
2,2
10,2
2,2
2,2
2,2
2,2
13,2
2,2
2,2
2,2
2,2
25,2
2,2
7,3
0,3
3,3
3,3
3,3
3,3
14,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
13,3
3,3
3,3
7,3
3,3
3,3
3,3
3,3
27,3
3,3
8,3
8,3
0,3
7,3
7,3
3,3
3,3
3,3
3,3
3,3
3,3
15,3
3,3
3,3
3,3
7,3
3,3
6,3
12,3
3,3
7,3
3,3
3,3
3,3
8,3
3,3
3,3
14,3
8,3
3,3
16,3
23,3
4,4
4,4
4,4
4,4
9,4
28,4
4,4
4,4
9,4
1,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
23,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
8,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
23,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
18,5
5,5
5,5
4,5
5,5
5,5
5,5
9,5
21,5
5,5
5,5
18,5
5,5
5,5
0,5
12,5
5,5
4,5
5,5
5,5
5,5
6,5
6,5
5,5
5,5
5,5
13,5
6,5
5,5
5,5
5,5
5,5
5,5
5,5
4,5
14,5
12,5
5,5
7,5
5,5
9,5
5,5
5,5
5,5
5,5
6,5
5,5
5,5
